t,x0,x1
78,44.947121640042894,-36.386245301747294
79,47.60489274437241,-33.92406884467887
80,51.821715331092456,-31.718017075838993
81,50.07635089381435,-35.4352026966269
82,48.365629791247315,-37.79311707267774
83,47.74354997974511,-40.427085288464866
84,46.4631338699751,-42.07753713957408
85,47.15267668769854,-42.67319924381865
86,50.49479358184137,-40.04492767412044
87,48.90119796059692,-42.5026949438831
88,45.98457930365207,-47.49072695891487
89,48.621108454122485,-45.14564556364299
90,51.45994649176614,-44.8909841920538
91,54.2999255240645,-44.057332494837915
92,58.89219108945256,-41.45427114680016
93,59.55920630134654,-42.26535627940603
94,61.09267232210589,-42.59835180601976
95,66.78742284039771,-37.95034076473971
96,69.13335516430938,-38.09914927000402
97,66.2315704861067,-41.54375086089907
98,65.0954076164913,-44.57450644338421
99,65.15104135145263,-46.14448187092189
100,68.04905388932842,-43.37860477019625
101,67.83754490101397,-45.03753772768903
102,65.51649170701786,-48.11319822309669
103,73.19262338184308,-41.78588630539478
104,76.77151574775257,-39.768063603121256
105,82.43008684701404,-34.35220606874779
106,86.64662282436407,-30.932479182849864
107,86.73091198248578,-30.887498325118987
108,82.39829069740561,-35.068833912160386
109,85.03736000387406,-33.59743722575404
110,83.89324959130727,-36.0951114260374
111,86.30504330522444,-34.61252282181475
112,86.21190369318522,-35.513342438699716
113,88.61694246668593,-34.11799494524161
114,87.32240296175966,-36.72623620945562
115,88.39588296725036,-36.40542474790804
116,92.07385012414039,-32.93216348577533
117,90.99447553043758,-34.69808390199308
118,91.96612030638511,-34.31551980337954
119,89.1233983347245,-38.43243448569015
120,90.40626117678909,-38.28223142398409
121,92.14497943099374,-38.100765293345205
122,89.47488910719704,-42.07513443203595
123,87.13694055653131,-46.426468257436824
124,84.22819850735797,-51.042129552692586
125,82.4064123448771,-53.43283825900129
126,88.74209810273062,-49.858908656540464
127,89.72938012002925,-50.00991022504466
128,85.29190450807769,-55.195003547326834
129,85.83883277937775,-56.84318746384017
130,83.73768548070133,-60.025942887831434
131,80.78599406564939,-62.80786300565439
132,81.01469389446349,-64.65807310267103
133,83.2502482667507,-64.62736147092478
134,81.5844351691758,-67.99129677030224
135,78.98126794249688,-71.15711277209572
136,79.98114185117403,-70.95332593307721
137,81.22091354926353,-70.27623235021818
138,84.51797311361871,-69.2138814814335
139,86.90716999191955,-67.11403643557277
140,94.84574028598479,-60.81607180424462
141,96.80329607352482,-58.87179883694366
142,95.04711647608259,-62.17598563434434
143,100.26378544011604,-57.23185228409741
144,102.88376715637338,-56.597367673619985
145,102.62746737386338,-57.968427191592866
146,105.27723743645744,-57.15785250947142
147,106.47383865890131,-57.63545549640924
148,107.44583098276901,-58.82797223698131
149,104.76488023077711,-62.50323451390656
150,105.59883432494377,-62.35727039484764
151,110.84697702872424,-59.18907941683668
152,108.67059936774426,-62.59688388736075
153,103.63156592789264,-69.38184228185088
154,104.54287240030465,-70.31203976103033
155,102.21922250169362,-73.80195417174441
156,104.98050416212372,-72.14762590433853
157,105.70587204242032,-72.42109500198583
158,107.49505921971374,-72.52064191229323
159,108.46460359763539,-72.7402788457265
160,111.93296733306678,-70.43663562084231
161,107.92468872125706,-76.02506505137518
162,106.69989632361695,-78.18316120911409
163,107.36353655264415,-79.39637010117828
164,112.99627238415877,-75.44109272653941
165,112.68367222374039,-77.60541216945397
166,114.41282248509326,-77.78871475208163
167,119.19968516358361,-73.89902340839272
168,122.32028989258382,-72.2532780553369
169,121.52612161312281,-74.71579053209577
170,124.14371526403336,-73.29295483095278
171,122.75433219205934,-75.21525486616876
172,118.61427755492748,-80.3422348583254
173,117.5873822020816,-83.15379220034717
174,117.16026838753666,-85.51246939031316
175,119.5190456678311,-82.67813474515003
176,122.18112810703248,-81.76760278624057
177,119.50057154771375,-85.21108269391989
178,120.55411835485754,-86.94075797900688
179,119.47932719692713,-89.1140350474061
180,118.91702201461523,-91.27509490901134
181,123.1052807377986,-88.57277823326696
182,126.17602094231151,-86.56062169978055
183,120.22329924137311,-92.75592672259124
184,122.8885825625328,-92.32876253851451
185,125.57447173360842,-91.41131916822316
186,128.0555665613243,-89.31701498533815
187,131.22514392942446,-88.00428101889219
188,133.0197362814369,-87.09028862353419
189,135.63999416230678,-86.93529709172013
190,134.21621466412702,-90.67348443165012
191,141.51873249244764,-84.1449643927402
192,140.46963590390683,-85.76506155305418
193,138.4939387791632,-89.85207952541253
194,136.5673029864143,-91.06824618472457
195,139.35018162271044,-90.74122070681345
196,139.68216247685825,-92.36239075659597
197,139.79040965716905,-93.94865465732161
198,143.84629983216482,-92.74393323455594
199,142.394961991467,-96.62564709335817
